Brand,Color_Group,Stars,Num_Ratings,Num_Reviews,RAM,Storage,Expandable,Processor_Brand,Display,Total_Cameras,Battery_Capacity,Price
REDMI,Other,4.3,42468,3969,6 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Qualcomm processor,6.67,5,5020.0,17999
realme,Black,4.4,70017,5723,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,4,5000.0,18499
POCO,Black,4.3,2873,412,12 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.67,4,4500.0,29999
Micromax,White,4.1,49245,8220,4 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.67,5,5000.0,11499
MOTOROLA,Grey,4.3,2744,473,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.55,4,4400.0,39999
realme,Other,4.5,172913,10840,4 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.6,4,5000.0,13999
realme,Blue,3.9,277,17,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,5000.0,12500
OPPO,Green,4.3,853,69,4 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.51,4,5000.0,13999
SAMSUNG,White,4.4,37451,3677,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.4,4,4500.0,34999
SAMSUNG,Other,4.4,37451,3677,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.4,4,4500.0,34999
realme,Blue,4.5,125864,7469,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.6,4,5000.0,13499
realme,Black,4.5,125878,7469,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.6,4,5000.0,13499
MOTOROLA,Green,4.2,6039,666,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.47,4,5000.0,13999
APPLE,Red,4.7,18135,782,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.1,3,5000.0,71999
MOTOROLA,Blue,4.1,83897,7439,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.51,3,5000.0,8999
APPLE,Black,4.6,187339,12755,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Other processor,6.1,3,5000.0,53999
Infinix,Other,4.2,1761,250,8 GB RAM ,128 GB ROM,Expandable Upto 2 TB,Mediatek processor,6.7,4,4500.0,16999
IQOO,Other,4.4,429,56,12 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.62,6,4700.0,34000
LAVA,Blue,3.2,408,35,2 GB RAM ,16 GB ROM,Expandable Upto 256 GB,Unisoc processor,6.6,2,3100.0,4699
realme,Blue,4.5,39024,2211,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,4,5000.0,15999
REDMI,Black,4.3,6616,441,6 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.53,5,5020.0,14999
realme,Silver,4.5,46856,1851,3 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Unisoc processor,6.52,4,5000.0,9299
Redmi,Black,3.9,19,1,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,1,6000.0,16999
MOTOROLA,Other,4.2,6039,666,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.47,4,5000.0,13999
REDMI,White,4.3,3113,258,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,5000.0,19200
Tecno,Blue,4.2,110,15,8 GB RAM ,128 GB ROM,Expandable Upto 2 TB,Mediatek processor,6.82,2,6000.0,13949
itel,Green,4.1,531,54,3 GB RAM ,64 GB ROM,Expandable Upto 128 GB,Unisoc processor,6.6,2,5000.0,6911
SAMSUNG,Green,4.6,439,82,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.1,4,3900.0,79999
SAMSUNG,Other,4.2,859,59,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Exynos processor,6.6,2,5000.0,18499
MOTOROLA,Red,4.2,72662,6836,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Unisoc processor,6.5,4,5000.0,8499
REDMI,Green,4.2,1467,97,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.58,1,5000.0,13773
realme,Blue,4.4,82314,6887,6 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Qualcomm processor,6.6,4,5000.0,18999
realme,Black,4.4,82314,6887,6 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Qualcomm processor,6.6,4,5000.0,18999
SAMSUNG,Blue,4.2,4321,379,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.4,1,6000.0,15490
SAMSUNG,Other,4.4,37534,3687,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.4,4,4500.0,34999
Nokia,Blue,3.8,4453,384,2 GB RAM ,16 GB ROM,Expandable Upto 1 TB,Unisoc processor,5.45,2,3000.0,5499
Infinix,Black,4.3,78936,5382,2 GB RAM ,32 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.52,2,5000.0,7199
Infinix,Other,4.3,78936,5382,2 GB RAM ,32 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.52,2,5000.0,7199
OPPO,Blue,4.4,105276,7689,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.59,4,5000.0,13990
vivo,Silver,4.3,1872,140,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.51,1,5000.0,12989
OPPO,Black,4.4,105276,7689,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.59,4,5000.0,13990
Infinix,Silver,4.3,16177,1379,4 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.6,2,5200.0,9999
Infinix,Green,4.2,1761,250,8 GB RAM ,128 GB ROM,Expandable Upto 2 TB,Mediatek processor,6.7,4,4500.0,16999
APPLE,Red,4.7,4616,346,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.7,3,5000.0,79999
REDMI,Black,4.2,93,8,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.58,1,5000.0,11320
itel,Blue,3.6,102,6,2 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,3020.0,4699
REDMI,Green,4.0,45,3,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.58,1,5000.0,13570
POCO,Black,4.2,13556,1097,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,3,5000.0,18999
SAMSUNG,Other,3.9,16,2,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,3,5000.0,12999
SAMSUNG,Brown,4.0,324,17,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,1,5000.0,12537
OPPO,Black,4.3,35154,4477,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.43,4,4500.0,29999
OPPO,Yellow,4.3,35154,4477,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.43,4,4500.0,29999
OPPO,Black,4.1,410,29,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.43,5,4500.0,24880
realme,Silver,4.4,121813,9946,6 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.4,5,5000.0,16999
Redmi,Orange,4.2,26945,1531,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.53,3,5000.0,10408
realme,Blue,4.5,26545,1576,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.6,4,5000.0,15999
Tecno,Blue,4.3,835,57,2 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Helio processor,6.56,1,5000.0,6865
Tecno,Blue,4.1,931,62,4 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.56,2,5000.0,9449
realme,Blue,4.4,339834,22033,4 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.5,4,6000.0,12499
realme,Grey,4.5,46952,2235,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Unisoc processor,6.5,4,5000.0,11999
REDMI,White,4.3,45027,3249,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.56,4,5000.0,12999
Infinix,Blue,4.3,78936,5382,2 GB RAM ,32 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.52,2,5000.0,7199
realme,Black,4.5,254496,9532,4 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Unisoc processor,6.5,4,5000.0,10499
realme,Blue,4.5,254496,9532,4 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Unisoc processor,6.5,4,5000.0,10499
MOTOROLA,Other,4.2,134019,13545,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.8,4,6000.0,15999
Redmi,Yellow,4.3,389006,28121,2 GB RAM ,32 GB ROM,Expandable Upto 256 GB,Qualcomm processor,5.45,2,4000.0,6999
SAMSUNG,Black,4.3,271,23,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.4,1,6000.0,12848
vivo,White,4.4,1582,108,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.58,4,5000.0,15499
Tecno,Blue,4.1,763,56,6 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Helio processor,6.8,2,6000.0,10799
REDMI,Other,4.2,9877,681,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.53,1,5000.0,9499
REDMI,Blue,4.2,7483,688,8 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.43,5,5000.0,16499
IQOO,Other,4.4,1063,130,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.62,1,4700.0,30499
Tecno,Silver,4.3,835,57,2 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Helio processor,6.56,1,5000.0,6899
SAMSUNG,Other,4.6,405,75,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.1,4,3900.0,79999
realme,Black,4.3,50,2,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,5000.0,14880
APPLE,Green,4.6,187339,12755,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Other processor,6.1,3,5000.0,53999
IQOO,Other,4.4,429,56,12 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.62,1,4700.0,33499
Redmi,Black,4.3,21567,1289,2 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.53,1,5000.0,7700
Redmi,Green,4.3,21567,1289,2 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.53,1,5000.0,7450
realme,Black,4.4,30118,3336,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.4,4,4500.0,26999
IQOO,Black,4.2,958,67,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.44,1,5000.0,16399
SAMSUNG,Brown,4.1,851,54,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,1,5000.0,14789
REDMI,Black,4.0,859,55,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.53,1,5000.0,10990
realme,Black,4.4,121813,9946,6 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.4,5,5000.0,16999
Google,Black,4.4,2875,447,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Other processor,6.3,3,4270.0,56999
Google,Other,4.4,2875,447,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Other processor,6.3,3,4270.0,56999
Google,Other,4.4,2875,447,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Other processor,6.3,3,4270.0,56999
SAMSUNG,Green,3.9,16,2,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,3,5000.0,12999
realme,Blue,3.9,36,2,4 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.6,2,5000.0,10837
REDMI,Silver,4.3,339,47,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,5080.0,25949
Infinix,Green,4.3,16177,1379,4 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.6,2,5200.0,9999
realme,Black,4.6,90584,3087,3 GB RAM ,32 GB ROM,Expandable Upto 256 GB,Unisoc processor,6.5,4,5000.0,9499
realme,Blue,4.6,90584,3087,3 GB RAM ,32 GB ROM,Expandable Upto 256 GB,Unisoc processor,6.5,4,5000.0,9499
REDMI,Black,4.2,1213,88,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.67,1,5000.0,18999
SAMSUNG,Blue,3.7,116,14,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.7,1,5000.0,29990
vivo,Black,4.4,2601,182,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.58,4,5000.0,17099
REDMI,White,4.3,1060,89,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.43,1,5000.0,18999
vivo,Other,4.3,2007,152,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.44,4,4050.0,19399
realme,Blue,4.3,76575,6059,6 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.5,4,5000.0,15499
ASUS,Black,4.2,975,140,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.78,4,6000.0,39999
REDMI,Other,4.2,93,8,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.58,1,5000.0,11430
realme,Grey,4.4,50843,2940,4 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.5,4,6000.0,10990
realme,Other,4.3,2524,232,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.6,4,5000.0,22999
realme,Other,4.3,2524,232,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.6,4,5000.0,22999
OPPO,Blue,4.5,1242,32,3 GB RAM ,64 GB ROM,Expandable Upto 2 TB,Mediatek processor,6.56,2,5000.0,9999
Tecno,Green,4.2,284,26,6 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.8,3,5000.0,14699
APPLE,Other,4.7,4616,346,4 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.7,3,5000.0,89999
SAMSUNG,Black,4.3,65683,6023,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.4,5,6000.0,13499
SAMSUNG,Other,4.2,1432,189,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.7,5,5000.0,41999
Google,Other,4.4,1870,323,12 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Other processor,6.7,4,4926.0,80999
realme,Blue,4.3,75924,6015,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,4,5000.0,16499
Google,Black,4.4,1870,323,12 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Other processor,6.7,4,4926.0,80999
REDMI,Blue,4.3,577732,33897,4 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.53,2,5000.0,7499
REDMI,Black,4.2,7487,688,8 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.43,5,5000.0,16499
realme,Black,4.4,30120,3336,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.4,4,4500.0,28999
realme,Green,4.4,30120,3336,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.4,4,4500.0,26999
realme,Blue,4.5,46952,2235,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Unisoc processor,6.5,4,5000.0,10999
Nokia,Blue,3.8,4453,384,2 GB RAM ,32 GB ROM,Expandable Upto 128 GB,Unisoc processor,5.45,2,3000.0,5999
MOTOROLA,Other,4.2,32958,3702,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.78,4,6000.0,14499
Infinix,Blue,4.3,11853,847,3 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.82,2,5000.0,8299
Tecno,Black,4.2,459,35,3 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Unisoc processor,6.6,2,5000.0,8199
SAMSUNG,Black,4.1,1402,159,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Exynos processor,6.5,5,5000.0,33499
OPPO,Blue,4.3,771,33,3 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.52,2,4230.0,9990
Redmi,Black,4.3,389006,28121,2 GB RAM ,32 GB ROM,Expandable Upto 256 GB,Qualcomm processor,5.45,2,4000.0,6999
vivo,Blue,4.3,17203,1708,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.44,4,4000.0,27990
vivo,Blue,4.3,19076,1616,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.58,4,5000.0,15490
Tecno,Other,4.2,472,28,4 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.6,2,5000.0,8739
APPLE,Other,4.7,864,72,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.7,4,5000.0,127999
SAMSUNG,Blue,4.1,1402,159,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Exynos processor,6.5,5,5000.0,33499
MOTOROLA,Other,4.2,32958,3702,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.78,4,6000.0,14499
SAMSUNG,Green,4.3,298398,23481,4 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Exynos processor,6.515,5,6000.0,10499
REDMI,Blue,4.3,339,47,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Other processor,6.6,1,5080.0,26449
APPLE,Blue,4.6,187339,12755,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Other processor,6.1,3,5000.0,53999
REDMI,Green,4.1,682,50,2 GB RAM ,32 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.52,2,5000.0,7499
Nokia,Grey,3.8,4453,384,2 GB RAM ,16 GB ROM,Expandable Upto 1 TB,Unisoc processor,5.45,2,3000.0,5499
SAMSUNG,Other,4.4,1981,156,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.7,3,3300.0,49999
SAMSUNG,Blue,4.1,851,54,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,1,5000.0,14738
APPLE,Red,4.7,193738,10619,4 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.1,3,5000.0,79900
SAMSUNG,Other,4.2,1432,189,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.7,5,5000.0,44999
REDMI,Silver,4.1,404,32,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,5080.0,23770
APPLE,Red,4.7,18135,782,4 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.1,3,5000.0,81999
realme,Black,4.5,172913,10840,4 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.6,4,5000.0,13999
Infinix,Blue,4.3,12012,1583,6 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.95,4,5000.0,13999
REDMI,Other,4.2,5167,342,6 GB RAM ,128 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.53,3,5000.0,11499
Tecno,Blue,4.2,459,35,3 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Unisoc processor,6.6,2,5000.0,9390
Tecno,Other,4.3,108,10,4 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Unisoc processor,6.6,2,5000.0,8799
OPPO,Black,4.2,262,17,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.43,5,4500.0,21999
Redmi,Green,4.1,25299,1894,2 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.53,1,5000.0,7199
realme,Silver,4.3,28479,2666,8 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.5,4,5000.0,19999
realme,Grey,4.4,50843,2940,4 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Mediatek processor,6.5,4,6000.0,11999
SAMSUNG,Green,4.2,457,29,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,6000.0,14380
APPLE,Blue,4.7,4616,346,4 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.7,3,5000.0,89999
REDMI,Green,4.2,93,8,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.58,1,5000.0,11999
realme,White,4.3,61695,6569,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.43,4,4300.0,27999
Tecno,Grey,4.2,459,35,3 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.6,1,5000.0,8235
SAMSUNG,Blue,4.3,65683,6023,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.4,5,6000.0,13499
Infinix,Black,4.3,11853,847,3 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.82,2,5000.0,8299
realme,Green,4.5,46856,1851,3 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Unisoc processor,6.52,4,5000.0,9299
LAVA,Red,4.1,340,56,3 GB RAM ,32 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.517,3,5000.0,7999
SAMSUNG,Black,4.4,1981,156,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.7,3,3300.0,49999
POCO,Black,4.4,136128,12157,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.67,5,5160.0,23999
vivo,Other,4.4,2601,182,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.58,4,5000.0,17989
vivo,Yellow,4.3,3791,408,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.56,5,4300.0,38990
APPLE,Yellow,4.7,864,72,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.7,4,5000.0,127999
APPLE,Red,4.7,4616,346,4 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.7,3,5000.0,89999
OPPO,Green,4.4,2283,110,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.56,3,5000.0,13999
SAMSUNG,Green,4.1,851,54,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,1,5000.0,14989
REDMI,White,4.2,1213,88,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.67,1,5000.0,22979
APPLE,Other,4.7,835,68,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.1,4,5000.0,122999
realme,Yellow,4.4,25228,1913,8 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Qualcomm processor,6.4,4,5000.0,17999
realme,White,4.4,62128,4503,6 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Qualcomm processor,6.4,4,5000.0,16999
realme,Black,4.4,25228,1913,8 GB RAM ,128 GB ROM,Expandable Upto 256 GB,Qualcomm processor,6.4,4,5000.0,17999
Infinix,Grey,4.3,12012,1583,6 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Mediatek processor,6.95,4,5000.0,13999
MOTOROLA,Other,4.2,56533,6076,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.78,4,6000.0,16499
POCO,Blue,4.4,350863,33195,6 GB RAM ,64 GB ROM,Expandable Upto 512 GB,Qualcomm processor,6.67,5,5000.0,17999
SAMSUNG,Blue,4.3,271,23,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.4,1,6000.0,11570
SAMSUNG,Black,4.2,31,2,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Exynos processor,6.5,5,5000.0,13499
Tecno,Black,4.3,174,12,2 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Unisoc processor,6.56,1,5000.0,6899
Xiaomi,Silver,4.2,3388,386,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.55,4,4250.0,20990
realme,Black,4.3,61695,6569,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.43,4,4300.0,27999
vivo,Blue,4.3,2168,165,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.51,3,5000.0,12895
APPLE,White,4.6,187339,12755,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Other processor,6.1,3,5000.0,53999
MOTOROLA,Grey,4.1,13922,1442,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.4,4,5000.0,10999
Redmi,Blue,4.2,26945,1531,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.53,3,5000.0,10450
SAMSUNG,Other,4.1,762,49,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Exynos processor,6.6,5,5000.0,14999
Google,Other,4.4,1870,323,12 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Other processor,6.7,4,4926.0,80999
Motorola,White,4.0,1365,226,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.417,4,4800.0,40999
Nokia,Grey,3.8,4453,384,2 GB RAM ,32 GB ROM,Expandable Upto 128 GB,Unisoc processor,5.45,2,3000.0,5999
OPPO,White,4.3,771,33,3 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.52,2,4230.0,9990
SAMSUNG,Black,4.2,859,59,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Exynos processor,6.6,2,5000.0,18499
vivo,Black,4.3,1566,92,3 GB RAM ,32 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.51,3,5000.0,10350
realme,Black,4.5,122536,4895,2 GB RAM ,32 GB ROM,Expandable Upto 256 GB,Other processor,6.5,2,5000.0,7160
realme,Black,4.3,62344,3497,4 GB RAM ,64 GB ROM,Expandable Upto 256 GB,Other processor,6.5,2,5000.0,8999
Infinix,Black,4.2,17231,1402,4 GB RAM ,64 GB ROM,Expandable Upto 1 TB,Unisoc processor,6.7,3,5000.0,9999
SAMSUNG,Blue,4.3,97,5,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Qualcomm processor,6.6,3,5000.0,22999
realme,Blue,4.4,31409,3820,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.4,4,4500.0,24999
realme,Blue,4.4,30120,3336,8 GB RAM ,256 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.4,4,4500.0,28999
SAMSUNG,Green,4.2,508,39,4 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.5,2,5000.0,10482
OPPO,Black,4.3,38,3,8 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Mediatek processor,6.56,1,5000.0,19340
SAMSUNG,Blue,4.1,339,20,6 GB RAM ,128 GB ROM,Expandable Upto 1 TB,Exynos processor,6.6,5,5000.0,16999
